"StockCode","sciname","Loo","TLinfinity","K","SE_K","SD_K","LCL_K","UCL_K","Temperature","DeltaT"
282,"Abramis brama",74.7,74.7,0.165,NA,NA,NA,NA,10.8,NA
282,"Abramis brama",77.2,77.2,0.058,NA,NA,NA,NA,5.4,NA
282,"Abramis brama",84.2,84.2,0.11,NA,NA,NA,NA,8.6,NA
282,"Abramis brama",86.1,86.1,0.068,NA,NA,NA,NA,2.9,NA
282,"Abramis brama",86.4,86.4,0.093,NA,NA,NA,NA,3.3,NA
282,"Abramis brama",90,90,0.076,NA,NA,NA,NA,3.3,NA
282,"Abramis brama",91.4,91.4,0.085,NA,NA,NA,NA,NA,NA
282,"Abramis brama",93.1,93.1,0.081,NA,NA,NA,NA,3.7,NA
282,"Abramis brama",94.5,94.5,0.053,NA,NA,NA,NA,NA,NA
282,"Abramis brama",105,105,0.064,NA,NA,NA,NA,NA,NA
282,"Abramis brama",109,109,0.096,NA,NA,NA,NA,6.5,NA
282,"Abramis brama",111,111,0.077,NA,NA,NA,NA,5.4,NA
282,"Abramis brama",46.8,46.8,0.278,NA,NA,NA,NA,NA,NA
282,"Abramis brama",42,42,0.233,NA,NA,NA,NA,8,NA
282,"Abramis brama",125,125,0.045,NA,NA,NA,NA,7.6,NA
282,"Abramis brama",37.8,50.73825,0.145,NA,NA,NA,NA,NA,NA
282,"Abramis brama",45.9,61.61074,0.12,NA,NA,NA,NA,NA,NA
282,"Abramis brama",50.1,67.24832,0.083,NA,NA,NA,NA,NA,NA
282,"Abramis brama",49.2,63.96,0.132,NA,NA,NA,NA,NA,NA
282,"Abramis brama",49,49,0.15,NA,NA,NA,NA,NA,NA
282,"Abramis brama",50.3,50.3,0.18,NA,NA,NA,NA,NA,NA
282,"Abramis brama",52.6,52.6,0.18,NA,NA,NA,NA,NA,NA
282,"Abramis brama",53.6,53.6,0.22,NA,NA,NA,NA,NA,NA
282,"Abramis brama",54.3,54.3,0.19,NA,NA,NA,NA,NA,NA
282,"Abramis brama",55.6,55.6,0.17,NA,NA,NA,NA,NA,NA
282,"Abramis brama",70.9,70.9,0.18,NA,NA,NA,NA,NA,NA
282,"Abramis brama",56.3,56.3,0.19,NA,NA,NA,NA,NA,NA
282,"Abramis brama",63.9,63.9,0.13,NA,NA,NA,NA,NA,NA
282,"Abramis brama",64.5,64.5,0.14,NA,NA,NA,NA,NA,NA
282,"Abramis brama",59.1,59.1,0.1,NA,NA,NA,NA,NA,NA
282,"Abramis brama",50.7,NA,0.094,NA,NA,NA,NA,NA,NA
282,"Abramis brama",45.2,NA,0.102,NA,NA,NA,NA,NA,NA
282,"Abramis brama",51.5096,NA,0.1078,NA,NA,NA,NA,NA,NA
282,"Abramis brama",54.3702,NA,0.1133,NA,NA,NA,NA,NA,NA
282,"Abramis brama",57.7,NA,0.087,NA,NA,NA,NA,NA,NA
282,"Abramis brama",44.6,NA,0.175,NA,NA,NA,NA,NA,NA
282,"Abramis brama",54.1,NA,0.136,NA,NA,NA,NA,NA,NA
282,"Abramis brama",54.6,NA,0.185,NA,NA,NA,NA,NA,NA
282,"Abramis brama",65.7,NA,0.085,NA,NA,NA,NA,NA,NA
282,"Abramis brama",71.6,NA,0.076,NA,NA,NA,NA,NA,NA
40449,"Acanthobrama microlepis",29.87,NA,0.1049,NA,NA,NA,NA,NA,NA
5826,"Acanthobrama terraesanctae",21.5,21.5,0.277,NA,NA,NA,NA,NA,NA
5826,"Acanthobrama terraesanctae",19.7,19.7,0.142,NA,NA,NA,NA,23,NA
5826,"Acanthobrama terraesanctae",16.4,16.4,0.25,NA,NA,NA,NA,23,NA
20010,"Achondrostoma arcasii",12,12,0.258,NA,NA,NA,NA,NA,NA
20010,"Achondrostoma arcasii",13.3,13.3,0.269,NA,NA,NA,NA,NA,NA
5105,"Alburnoides bipunctatus",10.3,12.5,0.36,NA,NA,NA,NA,NA,NA
5105,"Alburnoides bipunctatus",12,12,0.59,NA,NA,NA,NA,NA,NA
5105,"Alburnoides bipunctatus",15.4,NA,0.23,NA,NA,NA,NA,NA,NA
5105,"Alburnoides bipunctatus",14.1,NA,0.27,NA,NA,NA,NA,NA,NA
5105,"Alburnoides bipunctatus",14.3,NA,0.314,NA,NA,NA,NA,NA,NA
4954,"Alburnus alburnus",26.3,26.3,0.31,NA,NA,NA,NA,NA,NA
4954,"Alburnus alburnus",21.1,21.1,0.19,NA,NA,NA,NA,NA,NA
4954,"Alburnus alburnus",15.3,15.3,0.369,NA,NA,NA,NA,NA,NA
4954,"Alburnus alburnus",12.4,12.4,0.577,NA,NA,NA,NA,NA,NA
4954,"Alburnus alburnus",15.5,15.5,0.352,NA,NA,NA,NA,NA,NA
4954,"Alburnus alburnus",20,NA,0.52,NA,NA,NA,NA,NA,NA
20381,"Alburnus belvica",34.7,37.2,0.103,NA,NA,NA,NA,NA,NA
20381,"Alburnus belvica",13.6,13.64,0.43,NA,NA,NA,NA,NA,NA
20381,"Alburnus belvica",34.9,NA,0.107,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",25.6,NA,0.137,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",32.6,NA,0.109,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",28.1,NA,0.128,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",33.6,NA,0.105,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",26.2,NA,0.137,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",33,NA,0.107,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",20.6,NA,0.18,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",29.1,NA,0.34,NA,NA,NA,NA,NA,NA
5749,"Alburnus chalcoides",39.9,NA,0.18,NA,NA,NA,NA,NA,NA
13725,"Amblypharyngodon melettinus",8,8,1.5,NA,NA,NA,NA,28,5
13725,"Amblypharyngodon melettinus",7,7,1.6,NA,NA,NA,NA,28,5
6693,"Ballerus ballerus",39.7,39.7,0.191,NA,NA,NA,NA,NA,NA
6693,"Ballerus ballerus",40,40,0.182,NA,NA,NA,NA,NA,NA
18301,"Ballerus sapa",29.96,NA,0.17,NA,NA,NA,NA,NA,NA
18301,"Ballerus sapa",42.8,NA,0.09,NA,NA,NA,NA,NA,NA
12464,"Barbodes carnaticus",50.5,50.5,0.65,NA,NA,NA,NA,NA,NA
12464,"Barbodes carnaticus",49.4,49.4,0.5,NA,NA,NA,NA,NA,NA
15558,"Barbonymus collingwoodii",8.39,11.29279,0.231,NA,NA,NA,NA,29,NA
20341,"Barbus albanicus",37.9,NA,0.083,NA,NA,NA,NA,NA,NA
20341,"Barbus albanicus",25.8,NA,0.144,NA,NA,NA,NA,NA,NA
4670,"Barbus barbus",88,88,0.05,NA,NA,NA,NA,NA,NA
4670,"Barbus barbus",90,90,0.05,NA,NA,NA,NA,NA,NA
4670,"Barbus barbus",71.4,71.4,0.05,NA,NA,NA,NA,NA,NA
4670,"Barbus barbus",53.7,53.7,0.08,NA,NA,NA,NA,NA,NA
4670,"Barbus barbus",58.3,NA,0.11,NA,NA,NA,NA,NA,NA
4670,"Barbus barbus",32.4,NA,0.23,NA,NA,NA,NA,NA,NA
11645,"Barbus bynni",61,66.76681,0.26,NA,NA,NA,NA,28,NA
20374,"Barbus cyclolepis",37.1,NA,0.168,NA,NA,NA,NA,NA,NA
20374,"Barbus cyclolepis",35.443,NA,0.112,NA,NA,NA,NA,NA,NA
20374,"Barbus cyclolepis",18.987,NA,0.256,NA,NA,NA,NA,NA,NA
20374,"Barbus cyclolepis",35.441,NA,0.112,NA,NA,NA,NA,NA,NA
45376,"Barbus grypus",134,134,0.0937,NA,NA,NA,NA,NA,NA
45376,"Barbus grypus",215,215,0.0393,NA,NA,NA,NA,NA,NA
9914,"Barbus haasi",44.9,NA,0.085,NA,NA,NA,NA,NA,NA
9914,"Barbus haasi",20.8,NA,0.173,NA,NA,NA,NA,NA,NA
11690,"Barbus holotaenia",15,NA,0.091,NA,NA,NA,NA,NA,NA
5553,"Barbus liberiensis",12,12,0.65,NA,NA,NA,NA,28,NA
5686,"Barbus meridionalis",37.5,38.91394,0.142,NA,NA,NA,NA,19,NA
7876,"Barbus paludinosus",11.4,11.4,1.4,NA,NA,NA,NA,23.5,NA
20377,"Barbus peloponnesius",22.824,NA,0.169,NA,NA,NA,NA,NA,NA
20377,"Barbus peloponnesius",12.483,NA,0.43,NA,NA,NA,NA,NA,NA
20377,"Barbus peloponnesius",23.394,NA,0.162,NA,NA,NA,NA,NA,NA
5676,"Barbus trimaculatus",10.5,10.5,1.4,NA,NA,NA,NA,23.5,NA
4669,"Blicca bjoerkna",35.9,47.23684,0.098,NA,NA,NA,NA,NA,NA
4669,"Blicca bjoerkna",23.4,29.63678,0.27,NA,NA,NA,NA,NA,NA
4669,"Blicca bjoerkna",30.98,NA,0.11,NA,NA,NA,NA,NA,NA
2939,"Campostoma anomalum",10.9,11.15764,0.578,NA,NA,NA,NA,12,30
53178,"Capoeta angorae",62.3,NA,0.101,NA,NA,NA,NA,NA,NA
53178,"Capoeta angorae",47.3,NA,0.133,NA,NA,NA,NA,NA,NA
9955,"Capoeta antalyensis",35.8,NA,0.251,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",44.9,44.9,0.17,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",61.1,61.1,0.092,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",67.9,67.9,0.087,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",45.7,NA,0.139,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",42.3,NA,0.146,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",23,NA,0.47,NA,NA,NA,NA,11,NA
13483,"Capoeta capoeta capoeta",32.8,NA,0.18,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",19,NA,0.46,NA,NA,NA,NA,11,NA
13483,"Capoeta capoeta capoeta",22.9,NA,0.54,NA,NA,NA,NA,NA,NA
13483,"Capoeta capoeta capoeta",22,NA,0.389,NA,NA,NA,NA,NA,NA
54637,"Capoeta capoeta gracilis",27.3,NA,0.33,NA,NA,NA,NA,NA,NA
54637,"Capoeta capoeta gracilis",19.5,NA,0.54,NA,NA,NA,NA,NA,NA
54637,"Capoeta capoeta gracilis",22.4,NA,0.18,NA,NA,NA,NA,NA,NA
20773,"Capoeta damascina",494,NA,0.18,NA,NA,NA,NA,NA,NA
20773,"Capoeta damascina",41.5,NA,0.23,NA,NA,NA,NA,NA,NA
54787,"Capoeta erhani",33.8,NA,0.964,NA,NA,NA,NA,NA,NA
54787,"Capoeta erhani",32.02,NA,0.843,NA,NA,NA,NA,NA,NA
45843,"Capoeta fusca",22.4,NA,0.32,NA,NA,NA,NA,17.5,NA
45843,"Capoeta fusca",18.8,NA,0.33,NA,NA,NA,NA,17.5,NA
40438,"Capoeta tinca",67.4,NA,0.06,NA,NA,NA,NA,NA,NA
40438,"Capoeta tinca",61.9,NA,0.065,NA,NA,NA,NA,NA,NA
53790,"Capoeta umbla",45.7,NA,0.139,NA,NA,NA,NA,NA,28.5
53790,"Capoeta umbla",42.3,NA,0.146,NA,NA,NA,NA,NA,NA
45304,"Carasobarbus luteus",56.9,60,0.105,NA,NA,NA,NA,NA,NA
45304,"Carasobarbus luteus",54.7,54.7,0.11,NA,NA,NA,NA,NA,NA
45304,"Carasobarbus luteus",19.3,19.3,0.775,NA,NA,NA,NA,NA,NA
45304,"Carasobarbus luteus",36.7,36.7,0.324,NA,NA,NA,NA,NA,NA
45304,"Carasobarbus luteus",57.7,57.7,0.0782,NA,NA,NA,NA,NA,NA
45304,"Carasobarbus luteus",28.3,NA,0.23,NA,NA,NA,NA,NA,NA
45304,"Carasobarbus luteus",31.8,NA,0.16,NA,NA,NA,NA,NA,NA
285,"Carassius auratus",28.9,28.9,0.284,NA,NA,NA,NA,NA,NA
285,"Carassius auratus",25.8,31.00961,0.165,NA,NA,NA,NA,22.4,NA
284,"Carassius carassius",22.8,22.8,0.358,NA,NA,NA,NA,NA,NA
284,"Carassius carassius",29.8,29.8,0.093,NA,NA,NA,NA,NA,NA
284,"Carassius carassius",56,56,0.06,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",47.8,55.67182,0.129,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",41,41,0.19,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",45,45,0.12,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",40,40,0.173,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",40.7,40.7,0.18,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",41.8,41.8,0.23,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",42,42,0.18,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",45.7,45.7,0.18,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",46.4,46.4,0.23,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",46.8,46.8,0.18,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",47.1,47.1,0.179,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",47.8,47.8,0.18,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",41.5,41.5,0.175,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",42.4,42.4,0.18,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",34.46,NA,0.297,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",32.5,NA,0.282,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",34.2,NA,0.316,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",29.5,NA,0.47,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",33.3,NA,0.346,NA,NA,NA,NA,NA,NA
6695,"Carassius gibelio",36.03,NA,0.212,0.139,NA,NA,NA,10,20
6695,"Carassius gibelio",32.2,NA,0.232,0.094,NA,NA,NA,10,20
4637,"Catla catla",128,128,0.28,NA,NA,NA,NA,NA,NA
4637,"Catla catla",115,115,0.324,NA,NA,NA,NA,NA,NA
4637,"Catla catla",111,111,0.317,NA,NA,NA,NA,NA,NA
4823,"Chanodichthys erythropterus",80,80,0.117,NA,NA,NA,NA,NA,NA
4823,"Chanodichthys erythropterus",123,150,0.128,NA,NA,NA,NA,20,NA
4823,"Chanodichthys erythropterus",91,NA,0.1,NA,NA,NA,NA,NA,NA
4823,"Chanodichthys erythropterus",96.6,NA,0.1,NA,NA,NA,NA,NA,NA
4823,"Chanodichthys erythropterus",105.7,NA,0.09,NA,NA,NA,NA,NA,NA
39345,"Chanodichthys mongolicus",100,NA,0.114,NA,NA,NA,NA,20,NA
39345,"Chanodichthys mongolicus",57.3,NA,0.04,NA,NA,NA,NA,NA,NA
46306,"Chanodichthys oxycephalus",44.9,NA,0.18,NA,NA,NA,NA,NA,NA
20386,"Chondrostoma holmwoodii",27.8,NA,0.211,NA,NA,NA,NA,NA,NA
20386,"Chondrostoma holmwoodii",26.3,NA,0.223,NA,NA,NA,NA,NA,NA
5108,"Chondrostoma nasus",52,52,0.23,NA,NA,NA,NA,NA,NA
3123,"Chrosomus eos",6,6,1.13,NA,NA,NA,NA,NA,NA
4692,"Cirrhinus cirrhosus",140,140,0.122,NA,NA,NA,NA,NA,NA
4692,"Cirrhinus cirrhosus",106,106,0.291,NA,NA,NA,NA,NA,NA
4692,"Cirrhinus cirrhosus",77.1,77.1,0.084,NA,NA,NA,NA,NA,NA
41201,"Cirrhinus molitorella",60.1,60.1,0.117,NA,NA,NA,NA,NA,NA
2942,"Clinostomus elongatus",9.12,NA,0.39,NA,NA,NA,NA,NA,NA
2944,"Couesius plumbeus",12.4,13.4,0.36,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",167,167,0.049,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",97.6,115.168,0.1573,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",121.5,143.37,0.1859,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",136.7,161.306,0.1312,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",113.6,134.048,0.1911,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",102.7,121.186,0.2317,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",71.2,NA,0.13,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",110.9,NA,0.09,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",113.3,NA,0.09,NA,NA,NA,NA,NA,NA
88,"Ctenopharyngodon idella",124.2,NA,0.07,NA,NA,NA,NA,NA,NA
39346,"Culter alburnus",40,NA,0.23,NA,NA,NA,NA,NA,NA
10636,"Cyclocheilichthys apogon",12.2,15.69752,0.367,NA,NA,NA,NA,29,NA
10636,"Cyclocheilichthys apogon",30,30,0.32,NA,NA,NA,NA,28,NA
1643,"Cyprinus carpio",32,32,0.286,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",57.3,57.3,0.335,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",65.1,65.1,0.396,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",74.8,74.8,0.157,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",123,150,0.107,NA,NA,NA,NA,20,NA
1643,"Cyprinus carpio",85.1,85.1,0.173,NA,NA,NA,NA,22.4,NA
1643,"Cyprinus carpio",60.7,60.7,0.163,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",63.1,63.1,0.202,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",81.97,NA,0.122,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",82,82,0.122,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",114.8,114.8,0.06,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",88,88,0.226,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",53.8,NA,0.38,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",59.4,NA,0.18,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",61.5,NA,0.3,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",63.9,NA,0.35,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",63.9,NA,0.69,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",66.2,NA,0.35,NA,NA,0.32,0.39,15.9,11.2
1643,"Cyprinus carpio",75.5,NA,0.75,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",76.7,NA,0.15,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",48.9,NA,0.25,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",49.5,NA,0.48,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",60,NA,0.35,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",60.7,NA,0.39,NA,NA,0.35,0.43,15.9,11.2
1643,"Cyprinus carpio",61.8,NA,0.68,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",61.9,NA,0.56,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",69.4,NA,0.14,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",72.8,NA,0.17,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",67.5,NA,0.21,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",67.9,NA,0.28,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",78.6,NA,0.33,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",44,NA,0.27,NA,NA,NA,NA,18.7,NA
1643,"Cyprinus carpio",47.5,NA,0.64,NA,NA,NA,NA,13.9,NA
1643,"Cyprinus carpio",51,NA,0.48,NA,NA,NA,NA,16.5,NA
1643,"Cyprinus carpio",51.5,NA,0.24,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",60.6,NA,0.62,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",62.5,NA,0.33,NA,NA,NA,NA,18.8,NA
1643,"Cyprinus carpio",62.6,NA,0.39,NA,NA,NA,NA,17.7,NA
1643,"Cyprinus carpio",63.4,NA,0.17,NA,NA,NA,NA,10.9,NA
1643,"Cyprinus carpio",66.2,NA,0.18,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",67.8,NA,0.3,NA,NA,NA,NA,10.8,NA
1643,"Cyprinus carpio",76.7,NA,0.53,NA,NA,NA,NA,19.4,NA
1643,"Cyprinus carpio",89.3,NA,0.27,NA,NA,NA,NA,17.7,NA
1643,"Cyprinus carpio",90,NA,0.17,NA,NA,NA,NA,11.9,NA
1643,"Cyprinus carpio",90.5,NA,0.16,NA,NA,NA,NA,11.9,NA
1643,"Cyprinus carpio",93,NA,0.17,NA,NA,NA,NA,20.19,NA
1643,"Cyprinus carpio",96.8,NA,0.14,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",101.5,NA,0.13,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",113.6,NA,0.13,NA,NA,NA,NA,NA,NA
1643,"Cyprinus carpio",47.1,NA,0.29,NA,NA,NA,NA,13.4,NA
1643,"Cyprinus carpio",90.6,NA,0.31,NA,NA,NA,NA,NA,NA
6047,"Cyprinus carpio",76.9,NA,0.13,NA,NA,NA,NA,NA,NA
4841,"Danio rerio",4.51,5.2316,3.97,NA,NA,NA,NA,NA,NA
4841,"Danio rerio",3.7,NA,1.2,NA,NA,NA,NA,25,NA
4841,"Danio rerio",3.7,NA,1.2,NA,NA,NA,NA,NA,NA
21203,"Discherodontus ashmeadi",14.7,14.7,1.2,NA,NA,NA,NA,26.8,NA
12394,"Elopichthys bambusa",186.7,NA,0.08,NA,NA,NA,NA,NA,NA
5374,"Engraulicypris sardella",13.8,13.8,2.62,NA,NA,NA,NA,25.2,NA
2948,"Ericymba buccata",7.58,8.32901,0.895,NA,NA,NA,NA,12,30
19411,"Garra mullya",10.4,10.4,0.517,NA,NA,NA,NA,27,NA
2952,"Gila atraria",25.9,NA,0.28,NA,NA,NA,NA,NA,NA
2952,"Gila atraria",29.4,NA,0.13,NA,NA,NA,NA,NA,NA
2952,"Gila atraria",47.7,47.7,0.12,NA,NA,NA,NA,NA,NA
2952,"Gila atraria",48.8,48.8,0.14,NA,NA,NA,NA,NA,NA
2958,"Gila cypha",37.6,NA,0.22,NA,NA,NA,NA,NA,NA
2958,"Gila cypha",38.1,NA,0.15,NA,NA,NA,NA,NA,NA
2958,"Gila cypha",38.7,NA,0.16,NA,NA,NA,NA,NA,NA
39535,"Gnathopogon strigatus",9.91,NA,0.86,NA,NA,NA,NA,NA,NA
39536,"Gobio cynocephalus",21.6,21.6,0.15,NA,NA,NA,NA,NA,NA
39536,"Gobio cynocephalus",16.9,NA,0.34,NA,NA,NA,NA,NA,NA
4676,"Gobio gobio",17.7,17.7,0.355,NA,NA,NA,NA,NA,NA
4676,"Gobio gobio",17.7,17.7,0.272,NA,NA,NA,NA,NA,NA
4676,"Gobio gobio",21.1,21.1,0.28,NA,NA,NA,NA,NA,NA
39537,"Gobio soldatovi",14.6,NA,0.31,NA,NA,NA,NA,NA,NA
39787,"Gobiobotia pappenheimi",6.72,NA,0.31,NA,NA,NA,NA,NA,NA
5032,"Hampala macrolepidota",50,50,0.68,NA,NA,NA,NA,27,NA
5032,"Hampala macrolepidota",35.4,42.6,0.635,NA,NA,NA,NA,26.3,NA
5032,"Hampala macrolepidota",50,50,0.35,NA,NA,NA,NA,28,NA
15536,"Hemibarbus labeo",57.1,NA,0.167,NA,NA,NA,NA,NA,NA
15536,"Hemibarbus labeo",51.9,NA,0.195,NA,NA,NA,NA,NA,NA
4979,"Hemiculter leucisculus",24.4,NA,0.2,NA,NA,NA,NA,NA,NA
4979,"Hemiculter leucisculus",25.6,NA,0.176,NA,NA,NA,NA,NA,NA
4979,"Hemiculter leucisculus",16.4,NA,0.354,NA,NA,NA,NA,NA,NA
39368,"Hemiculter lucidus",19.9,NA,0.31,NA,NA,NA,NA,NA,NA
10129,"Hemigrammocapoeta kemali",8.73,NA,0.401,NA,NA,NA,NA,NA,NA
45787,"Henicorhynchus siamensis",26.4,NA,0.75,NA,NA,NA,NA,NA,NA
2967,"Hesperoleucus symmetricus",9.55,NA,0.55,NA,NA,NA,NA,NA,NA
2971,"Hybognathus nuchalis",18,18,0.2,NA,NA,NA,NA,NA,NA
288,"Hypophthalmichthys molitrix",70,70,0.242,NA,NA,NA,NA,NA,NA
288,"Hypophthalmichthys molitrix",80.1,97.68292,0.292,NA,NA,NA,NA,20,NA
288,"Hypophthalmichthys molitrix",103,103,0.556,NA,NA,NA,NA,NA,NA
288,"Hypophthalmichthys molitrix",78.4,91.88988,0.1976,NA,NA,NA,NA,NA,NA
288,"Hypophthalmichthys molitrix",103.1,120.83987,0.2017,NA,NA,NA,NA,NA,NA
288,"Hypophthalmichthys molitrix",105,123.0668,0.2046,NA,NA,NA,NA,NA,NA
288,"Hypophthalmichthys molitrix",125.6,147.21133,0.1607,NA,NA,NA,NA,NA,NA
288,"Hypophthalmichthys molitrix",111,130.2164,0.1758,NA,NA,NA,NA,NA,NA
289,"Hypophthalmichthys nobilis",153,195.15306,0.135,NA,NA,NA,NA,20,NA
289,"Hypophthalmichthys nobilis",129.8,158.85565,0.1562,NA,NA,NA,NA,NA,NA
289,"Hypophthalmichthys nobilis",139.3,170.48222,0.168,NA,NA,NA,NA,NA,NA
289,"Hypophthalmichthys nobilis",136,166.44353,0.1521,NA,NA,NA,NA,NA,NA
289,"Hypophthalmichthys nobilis",100.1,122.50732,0.2745,NA,NA,NA,NA,NA,NA
10263,"Iberochondrostoma lemmingii",12.5,NA,0.223,NA,NA,NA,NA,14,NA
12401,"Labeo bata",32.1,32.1,1.5,NA,NA,NA,NA,NA,NA
13495,"Labeo boggut",22.5,NA,0.5,NA,NA,NA,NA,NA,NA
13495,"Labeo boggut",23.6,NA,0.6,NA,NA,NA,NA,NA,NA
5390,"Labeo calbasu",94.4,94.4,0.14,NA,NA,NA,NA,NA,NA
5390,"Labeo calbasu",103,103,0.15,NA,NA,NA,NA,NA,NA
2628,"Labeo coubie",55,74.49,0.26,NA,NA,NA,NA,NA,NA
2628,"Labeo coubie",160,160,0.094,NA,NA,NA,NA,NA,NA
2628,"Labeo coubie",49.5,49.5,0.2,NA,NA,NA,NA,28,NA
2628,"Labeo coubie",96.7,96.7,0.119,NA,NA,NA,NA,NA,NA
13729,"Labeo dussumieri",50.2,50.2,0.727,NA,NA,NA,NA,NA,NA
13729,"Labeo dussumieri",46.1,46.1,0.735,NA,NA,NA,NA,NA,NA
10754,"Labeo fimbriatus",109,109,0.142,NA,NA,NA,NA,NA,NA
10754,"Labeo fimbriatus",72,72,0.183,NA,NA,NA,NA,NA,NA
10577,"Labeo gonius",45,45,0.21,NA,NA,NA,NA,NA,NA
11874,"Labeo horie",106,106,0.15,NA,NA,NA,NA,28,NA
11884,"Labeo lunatus",48,48,0.6,NA,NA,NA,NA,NA,NA
4824,"Labeo niloticus",69.2,69.2,0.4,NA,NA,NA,NA,NA,NA
4824,"Labeo niloticus",55.8,55.8,0.662,NA,NA,NA,NA,NA,NA
4824,"Labeo niloticus",67.8,67.8,0.43,NA,NA,NA,NA,NA,NA
97,"Labeo rohita",102,102,0.276,NA,NA,NA,NA,NA,NA
97,"Labeo rohita",91.2,91.2,0.382,NA,NA,NA,NA,NA,NA
2630,"Labeo senegalensis",45.6,45.6,0.629,NA,NA,NA,NA,NA,NA
2630,"Labeo senegalensis",46.5,46.5,0.22,NA,NA,NA,NA,NA,NA
